elevation_m,slope_degree,soil_moisture_pct,ndvi,ANNUAL,landslide_risk_label
46.1,14.7,43.89,0.546,2999.7,1
3476.5,42.57,92.55,0.557,2261.9,1
333.1,14.29,51.13,0.719,2440.6,0
1831.9,42.75,21.47,0.608,2691.4,0
1719.7,29.07,43.87,0.698,2550.5,1
325.0,19.85,43.95,0.633,2511.7,1
2307.8,30.27,68.19,0.95,2793.1,0
4154.4,28.5,80.3,0.064,2634.3,0
446.3,7.99,44.88,0.604,2953.8,1
1514.5,13.94,62.77,0.403,2550.7,1
774.7,4.14,43.94,0.513,2800.1,1
2176.4,23.16,36.46,0.738,2888.7,1
861.2,54.23,88.32,0.712,2339.1,1
824.9,8.53,20.43,0.356,3074.9,0
865.0,24.98,60.08,0.608,2678.4,1
1144.3,17.97,42.8,0.506,2671.3,0
284.8,8.62,76.17,0.745,2324.6,1
2333.3,19.15,71.05,0.95,2786.5,0
280.7,12.58,81.25,0.74,2401.6,1
862.9,45.51,41.45,0.408,2451.6,0
1033.4,7.45,83.67,0.597,2709.5,0
959.7,21.72,56.37,0.378,2677.0,1
2001.6,46.53,63.73,0.306,2703.7,1
4879.1,20.81,43.47,0.767,2524.3,0
379.2,8.95,48.7,0.434,2665.7,1
1657.2,26.26,62.48,0.491,2679.5,0
327.6,15.1,59.82,0.646,2643.3,1
2074.5,14.33,63.47,0.832,3185.4,0
1618.2,18.33,72.84,0.78,2983.4,0
1481.1,10.37,38.44,0.769,2392.4,0
2399.1,4.23,61.15,0.34,2613.8,0
2577.5,45.21,54.41,0.567,2851.3,1
182.9,24.93,47.71,0.95,2559.9,1
3983.0,6.85,100.0,0.548,2859.1,0
371.8,39.1,29.04,0.508,2761.2,0
1802.8,60.0,56.89,0.422,2802.9,1
1670.8,14.78,42.57,0.792,2257.2,1
699.3,18.89,58.17,0.704,2626.4,0
1626.7,27.88,44.48,0.223,2535.8,0
4358.2,23.19,47.96,0.791,2342.2,0
344.2,14.99,91.02,0.623,2195.3,1
3379.0,27.57,58.16,0.676,2295.9,1
582.4,5.33,73.62,0.432,2511.8,0
2110.7,28.41,88.92,0.684,2729.6,0
923.8,12.3,75.58,0.425,2398.9,0
1579.4,24.82,69.63,0.095,2789.3,0
1748.5,14.55,45.13,0.237,2123.4,0
3122.0,16.24,67.68,0.821,2530.8,0
347.4,26.08,37.2,0.503,2332.2,1
3984.1,40.05,53.3,0.266,3048.4,0
266.5,18.97,59.98,0.422,2315.1,0
1170.4,9.58,45.97,0.299,2379.1,0
1272.1,19.26,90.74,0.539,2672.1,1
543.7,17.24,69.18,0.827,3403.5,1
267.1,20.64,28.47,0.476,2270.6,0
2386.2,24.61,91.9,0.591,1956.0,1
586.9,11.15,79.88,0.724,2616.6,0
3419.2,25.15,62.29,0.673,2011.9,1
788.1,2.54,58.65,0.552,2188.5,1
1626.5,17.77,50.0,0.41,2289.2,1
644.0,44.75,46.2,0.337,2079.3,1
1348.2,25.75,32.51,0.423,2382.2,0
2362.0,35.3,39.09,0.231,2620.0,0
4532.4,33.32,19.44,0.586,3157.0,1
161.9,15.8,59.33,0.628,2801.6,1
3404.0,21.87,40.2,0.559,2592.8,0
239.1,4.0,20.71,0.274,2921.4,1
1924.3,21.65,23.25,0.884,3261.7,0
287.9,27.57,27.79,0.625,2682.1,0
1767.2,13.52,72.48,0.95,2771.2,0
1906.7,8.99,57.56,0.342,2838.0,1
2574.4,26.77,61.77,0.719,2259.8,1
278.8,4.25,25.73,0.633,2879.2,0
4292.4,7.61,64.89,0.664,2121.3,1
605.9,4.78,51.72,0.524,2886.1,0
724.8,25.33,48.09,0.95,2466.9,1
174.1,60.0,56.33,0.482,2372.2,1
382.4,18.5,11.31,0.507,2803.1,1
291.6,34.93,63.34,0.367,2594.2,1
1053.4,41.59,76.68,0.833,2487.0,1
301.2,7.15,44.44,0.432,2178.4,0
2516.5,41.96,27.8,0.701,2392.7,1
411.6,13.35,40.61,0.768,2434.1,1
952.3,25.8,27.48,0.565,2994.3,1
1770.8,3.97,68.2,0.608,2468.3,1
458.1,35.94,31.18,0.63,1898.6,0
1718.6,18.43,64.36,0.562,2752.8,0
1523.5,14.96,27.49,0.764,2339.7,0
143.8,41.12,68.7,0.533,2068.2,0
2893.8,3.61,48.54,0.637,2711.5,0
203.0,10.8,94.12,0.702,1743.4,1
1314.0,3.36,22.02,0.896,2609.4,0
1273.6,6.06,42.47,0.635,1816.4,0
1179.0,10.17,49.42,0.658,2206.1,1
1664.3,60.0,41.81,0.473,2470.9,1
3946.0,60.0,37.11,0.668,2266.9,1
36.3,30.44,43.23,0.684,2711.7,1
3923.7,9.82,78.98,0.204,2685.659256679832,0
463.0,8.67,64.96,0.442,2061.397520468671,0
1353.9,34.1,49.96,0.443,2189.4362941532304,1
1068.3,19.67,55.7,0.605,4352.844609566357,0
1465.0,24.78,49.66,0.619,2273.0512343848054,1
571.4,12.27,32.49,0.18,3593.561930529321,0
4210.9,19.81,69.82,0.785,2799.420587481283,1
93.9,7.48,68.05,0.559,4821.191928978767,0
2828.6,19.87,70.0,0.454,2667.2583869173627,0
369.0,23.45,43.35,0.426,2403.4310967882457,0
725.1,11.69,92.43,0.769,2638.476877881224,0
450.4,13.78,52.0,0.668,2214.985640766167,0
304.7,18.38,83.73,0.571,3353.5839438385897,1
321.8,13.86,46.09,0.52,3032.3527002312085,1
2306.2,18.04,53.52,0.14,2242.669611519476,1
776.5,3.22,59.59,0.554,3124.472902418456,1
3124.6,37.68,41.88,0.461,2465.408754395063,1
769.2,28.56,54.2,0.427,2781.3195458913096,1
1566.8,18.46,56.45,0.43,2584.307817898941,0
1179.3,25.24,60.08,0.654,2889.2172240181835,1
1186.8,26.44,42.42,0.719,2550.823130674169,1
2311.1,15.68,78.6,0.312,2174.0624939865065,1
2988.2,29.35,50.42,0.253,2684.950757857667,0
25.5,17.17,28.83,0.735,2254.859807753428,0
4203.3,12.98,24.12,0.484,2518.907161985229,0
113.5,44.49,66.01,0.674,2684.950757857667,1
2342.6,28.29,89.8,0.805,2780.943901636676,1
1437.3,36.03,29.73,0.642,2851.564782923694,0
1054.6,13.57,68.43,0.685,2686.784111228885,0
2270.3,10.75,52.26,0.825,4769.3404293675485,1
3677.8,3.35,41.4,0.51,2302.789473545217,0
770.9,60.0,53.6,0.504,2484.011038256434,1
3047.3,32.61,64.44,0.389,2457.528969153693,0
726.1,14.15,69.34,0.884,3380.497429721512,0
2116.6,10.44,48.99,0.625,3033.561059157864,1
681.9,4.77,72.4,0.757,1662.9636170775568,0
558.3,10.47,56.96,0.339,3751.721656872296,0
890.9,23.85,73.12,0.791,2329.5715933092383,1
2202.8,15.56,27.84,0.727,2685.6371713274707,0
580.8,21.18,68.03,0.644,2069.177662274698,1
2621.1,16.91,52.14,0.805,4332.6249883890105,0
663.7,3.83,53.95,0.912,2830.910841368712,0
1297.8,22.95,59.75,0.59,2822.5186668088863,0
697.9,18.8,62.77,0.666,1955.02979846008,0
444.8,24.09,34.97,0.8,2816.0110494920827,0
1593.7,20.23,49.86,0.564,1909.9643999672844,0
3467.3,23.89,34.99,0.644,2383.143345897145,1
467.5,17.65,67.61,0.467,2385.942183865746,1
3839.1,12.95,34.55,0.699,2811.374486974626,1
91.5,5.7,81.25,0.764,2923.6100067153707,0
1495.4,33.02,60.32,0.557,1872.9659301150868,1
1007.2,50.94,47.63,0.614,2661.813440380656,0
1149.2,38.76,100.0,0.902,4820.019726512721,1
1102.1,34.12,70.71,0.68,3467.251576484308,1
1475.5,9.21,68.06,0.408,2488.467483596218,1
508.6,16.73,68.84,0.552,3793.726731107691,1
2198.9,12.36,46.85,0.446,2369.2569666882487,1
212.8,16.23,66.42,0.419,3004.9361010329,0
1343.5,39.97,78.45,0.322,2508.361931868978,1
1883.8,26.27,40.63,0.376,4336.88702896279,1
996.3,23.92,44.82,0.551,4502.479252408107,0
2142.9,34.9,67.99,0.653,2280.510278761162,0
4469.9,14.55,100.0,0.409,2203.842679295996,0
659.4,11.89,44.75,0.571,2797.387979346825,0
2351.2,20.72,18.65,0.666,2390.5704204799777,0
135.0,9.42,29.14,0.798,2854.8248956274256,1
973.5,8.61,59.71,0.574,2736.543978162063,1
1432.6,17.62,63.04,0.699,2665.8105266431908,1
741.8,16.63,25.63,0.736,2505.0986926225687,0
1648.0,19.9,78.71,0.545,2637.4507587395806,1
4349.1,7.97,37.83,0.513,3529.1286289150894,1
214.3,13.16,65.92,0.541,1943.370507538218,0
1763.5,22.33,74.78,0.496,2684.950757857667,1
561.2,19.29,57.99,0.727,2733.780380782955,0
1587.9,10.81,71.05,0.741,2275.1133855664875,0
504.5,20.39,25.6,0.753,2436.263866539175,0
1618.4,13.92,65.84,0.384,2164.399785797284,1
635.8,29.13,23.3,0.385,2782.2902330867696,1
4274.5,16.58,18.87,0.74,2391.9975611375176,0
643.7,8.05,49.93,0.737,2684.950757857667,1
3284.1,19.04,30.39,0.741,2693.334505211358,0
641.0,12.41,38.44,0.29,2244.357485918228,1
1861.1,31.07,18.87,0.569,2486.795205402757,0
633.4,9.88,74.57,0.439,4698.529444909196,0
344.7,29.67,84.79,0.697,2307.799681322027,1
275.8,7.09,64.12,0.488,2303.660981756622,0
3493.8,33.06,29.73,0.529,2650.0408600745645,0
58.0,24.49,56.21,0.476,2684.950757857667,0
2594.5,17.15,71.13,0.793,2542.62625657266,0
406.9,20.7,55.69,0.62,2391.561877939758,1
1959.0,33.14,98.08,0.365,2823.312581719355,0
319.9,16.23,35.83,0.842,4331.333121723183,0
1309.3,13.91,49.17,0.715,2057.9077541832685,0
1116.3,24.81,80.61,0.859,2182.012275075969,1
2278.8,10.93,89.31,0.464,4352.069989854987,0
631.0,19.13,73.03,0.798,2199.106940673723,1
2142.3,33.62,37.22,0.683,2758.728536155216,1
358.4,30.54,57.58,0.374,2283.9883522405453,0
2166.3,28.07,31.27,0.488,2847.0044955486064,0
318.0,22.1,71.22,0.385,5076.1663329375215,0
493.8,17.13,21.43,0.557,2200.4821508047494,0
1255.3,10.42,48.94,0.595,2049.0490728887407,1
3051.5,14.14,36.81,0.696,2591.5431014636447,1
858.3,6.66,38.58,0.801,2752.043814022026,0
4156.4,23.5,45.87,0.279,2130.5033494533595,1
109.0,23.37,33.94,0.428,3869.197242807223,0
2166.7,45.53,31.14,0.56,2741.916337676123,1
659.8,29.03,37.71,0.615,2643.683697193413,1
618.2,25.03,50.18,0.692,2549.478228726483,0
1203.2,60.0,72.56,0.599,4135.059160694053,1
503.3,12.45,67.72,0.279,2636.6247449482203,1
110.6,19.55,51.65,0.495,4325.321686738902,1
3073.6,30.9,54.05,0.582,4142.919500210643,0
171.6,18.11,51.39,0.32,3364.3747088791624,0
1391.5,10.66,64.69,0.66,3040.7659783998447,0
1458.5,15.24,37.05,0.835,3250.4815312999563,0
516.3,24.94,89.74,0.873,4426.707325961715,0
1000.5,29.61,71.71,0.544,2238.3265750358687,1
2196.9,20.05,49.76,0.764,2620.7644344716787,1
591.4,17.96,78.13,0.95,2279.82934219492,1
1657.8,20.68,100.0,0.528,2703.736114317201,0
363.6,18.7,29.89,0.665,2819.096389581347,1
2206.9,26.35,50.12,0.789,2449.417892374216,1
1019.6,33.5,94.51,0.541,2309.486331440551,1
1789.6,13.26,67.6,0.633,2360.4814930978946,0
2461.9,10.79,8.59,0.901,2684.458214969975,0
1596.9,30.33,30.36,0.714,2742.6267488592894,0
757.5,16.74,28.23,0.448,6311.834278477912,1
3899.0,22.52,40.26,0.428,2697.035395315583,0
529.4,13.29,33.71,0.381,4135.057408542527,1
1808.7,47.34,49.6,0.926,4180.34933192658,1
541.1,8.89,69.2,0.568,4323.599275108623,0
1290.1,20.79,67.1,0.517,2698.3583458224143,1
682.8,44.34,58.21,0.635,2351.721685503757,0
3550.6,18.7,49.9,0.805,3623.001351533318,0
113.6,35.55,80.23,0.725,5238.462936454374,1
3989.9,22.48,48.31,0.7,2535.833605734109,1
173.9,25.42,74.78,0.766,6326.325498828966,0
1605.9,38.96,66.82,0.603,2195.98669060214,0
156.2,15.65,57.21,0.31,2855.4734020128785,1
721.5,17.63,67.8,0.363,3245.935801489769,0
1442.4,20.49,77.59,0.841,2700.531728248073,1
4864.7,16.79,45.09,0.664,2383.2725654621345,1
809.5,20.29,40.45,0.304,2775.4985270499988,0
2818.2,27.93,28.51,0.728,2669.4259514570767,0
317.1,5.04,76.09,0.288,2781.5113938283102,0
853.6,17.32,54.11,0.667,2463.103845248299,0
895.7,10.74,64.98,0.531,2684.950757857667,0
820.6,16.45,30.68,0.364,2141.428637855393,1
1896.4,14.37,66.82,0.76,2927.772365838786,1
1104.0,40.03,63.63,0.507,1941.539218335409,0
333.5,6.98,89.45,0.652,2775.749049448036,0
1977.7,16.62,38.34,0.693,2901.320064695449,1
124.6,9.23,51.51,0.569,2684.950757857667,1
960.1,6.82,18.02,0.495,4112.358284622189,0
1321.3,33.3,44.86,0.43,2699.6978364350243,0
330.0,11.89,69.53,0.396,2691.1700357014547,1
1664.4,22.07,72.14,0.488,3868.951628340648,1
1847.2,18.67,80.09,0.105,2777.085057561983,1
180.4,22.71,68.64,0.768,2406.7505888973187,0
2571.9,21.31,76.48,0.521,4288.067162363239,1
592.9,6.23,36.52,0.389,2240.2761252121395,0
817.1,21.02,62.69,0.914,3709.5640945014006,1
680.1,3.29,73.56,0.624,2568.1078185911338,0
1406.7,11.89,40.32,0.858,1922.696791585368,1
1218.2,27.34,57.84,0.95,2318.576053041699,1
3990.5,30.31,26.7,0.619,2810.385139062623,1
569.6,13.19,71.26,0.42,2411.382133080179,1
3273.3,17.76,27.74,0.026,1968.3966079677955,0
238.2,22.67,76.4,0.519,2373.315936023316,1
2358.2,7.02,37.74,0.577,2332.098200053112,1
736.0,18.19,93.5,0.43,2847.050589069036,1
1483.1,3.33,51.68,0.95,2490.5084339065006,0
411.8,17.03,21.41,0.596,2399.1204566785423,0
2612.2,19.1,62.02,0.396,3884.9946943766754,1
739.9,11.4,59.28,0.95,3368.893551198152,0
3310.3,13.08,33.61,0.671,5281.733437739877,0
610.5,19.42,55.79,0.562,2164.2563547397017,1
2316.9,17.08,71.39,0.433,3256.761531169449,1
382.5,30.62,61.23,0.353,3244.967311663831,1
971.9,11.7,48.12,0.883,2533.0239299967925,1
2493.2,19.99,48.87,0.256,4363.6885501785855,0
3467.6,30.0,18.52,0.854,3283.762687383143,1
51.7,10.28,32.2,0.549,2296.738683605749,0
3391.1,33.7,52.8,0.518,4155.902262729769,1
530.9,17.61,38.36,0.8,3254.384722066335,0
1496.1,18.8,42.6,0.619,2579.859582876045,1
1693.8,12.59,39.17,0.27,2676.6370043858765,0
300.9,11.97,68.03,0.671,4310.950126317843,0
330.1,24.52,84.15,0.596,4341.8780180384965,0
4849.3,14.53,44.71,0.68,2389.702612857087,0
451.5,26.3,50.96,0.423,2684.950757857667,0
2270.6,26.29,8.97,0.455,2391.607034507745,0
252.1,22.62,37.54,0.398,3617.704191206668,0
1222.2,10.17,96.54,0.623,2799.035956869965,0
1190.3,11.53,88.95,0.447,3348.2691409536887,1
499.0,20.51,96.1,0.475,2924.492937517376,0
797.9,16.26,73.99,0.807,2861.6742753913727,1
4175.5,16.94,70.07,0.447,2801.258713955827,1
189.6,23.69,43.79,0.628,2537.1222743549674,1
3397.4,29.69,73.9,0.607,2250.0545230505245,0
678.7,8.43,47.78,0.84,3764.486818085242,1
2213.5,29.07,42.9,0.759,2815.345459010716,0
664.0,7.99,71.22,0.111,2268.65162017552,1
1447.2,13.2,66.35,0.736,2559.4997843127985,0
1667.3,6.79,71.4,0.081,1937.1469231371364,1
668.6,12.92,59.73,0.821,5492.06454037315,0
429.4,25.87,89.87,0.582,2671.764673908496,0
2032.2,15.56,61.77,0.721,2617.2343752734578,0
93.0,13.0,50.33,0.515,2152.2245082151394,1
2084.6,13.46,54.68,0.512,2766.7755431669702,1
1151.9,45.27,75.64,0.396,2763.5690978869907,1
1644.4,24.38,76.46,0.412,3205.352225112271,1
1143.2,33.31,71.06,0.731,2802.633127375403,1
3687.8,15.66,87.06,0.264,1847.2285925322765,1
722.4,3.18,67.54,0.642,2682.944995770972,0
2165.3,27.25,32.7,0.699,2552.0398537024125,0
650.9,17.34,57.64,0.674,2313.320791879657,1
1266.7,21.43,68.05,0.648,3801.76208810786,0
957.5,16.69,18.46,0.675,2367.658672398317,0
1202.5,28.84,6.07,0.527,2204.576812432877,0
339.7,20.12,34.3,0.748,2436.900058010508,1
2081.0,22.77,66.17,0.78,2712.005724997667,1
493.5,19.21,43.4,0.623,2073.858118563302,0
1552.1,11.33,63.74,0.422,2335.9558198814443,0
474.7,23.68,37.85,0.427,3185.3499702434883,0
966.6,14.95,38.66,0.711,2918.04091617855,1
1794.6,38.0,88.36,0.445,1966.3315176964545,1
1180.1,9.01,55.9,0.22,5236.303177999061,1
907.2,21.44,52.76,0.527,2684.950757857667,0
3327.7,23.05,57.24,0.407,2818.304479207952,1
397.5,48.43,73.48,0.677,2902.065589506656,1
2837.1,41.81,81.36,0.778,2359.663456726264,1
87.2,10.84,78.98,0.541,2930.194744511276,0
1010.9,19.41,92.16,0.491,2366.63936132196,1
1122.7,27.97,75.51,0.708,2812.844548700845,1
1199.8,23.79,87.61,0.74,2299.965713621068,0
2064.7,16.7,55.67,0.818,3265.7748107245043,1
2114.4,8.78,100.0,0.545,2291.181778520111,1
106.3,9.81,21.88,0.667,2684.950757857667,1
3001.7,9.57,21.89,0.556,2801.1887047944824,0
537.1,8.75,60.57,0.463,2255.33609501952,1
1703.7,15.18,67.37,0.382,2358.2079522794097,0
1113.2,44.82,45.64,0.647,2518.0162637431126,1
971.9,6.5,66.0,0.488,3189.547509750043,1
823.0,29.43,53.09,0.501,2803.564754914546,1
2073.3,37.24,27.46,0.95,2815.483022458385,1
513.3,4.28,44.97,0.669,2174.717599908796,0
3549.8,59.27,62.0,0.499,2665.7119332618686,1
460.0,29.31,43.47,0.873,2228.341618537338,1
2386.0,51.97,54.68,0.591,2601.026859221632,0
590.7,21.83,72.67,0.561,2210.7684705868546,1
859.8,9.71,63.26,0.529,2471.413074755585,1
2262.1,25.05,70.75,0.588,3162.7401089778887,0
1611.8,16.12,40.52,0.597,2989.1307046811435,0
535.3,4.52,47.13,0.43,2758.009914508689,1
2508.3,40.42,49.36,0.419,2676.425523627031,1
154.8,37.13,56.19,0.42,2674.612080679506,1
2477.2,25.95,41.5,0.745,2684.950757857667,0
1550.5,17.4,79.62,0.637,3847.642517530556,0
451.3,10.76,62.27,0.646,3461.359740912356,0
848.1,45.08,79.46,0.289,2576.195592845335,1
2719.2,37.29,63.01,0.319,2712.4160972691325,0
770.7,7.84,84.05,0.625,2577.722212430483,1
3641.9,30.03,71.18,0.704,2458.149176847141,1
476.8,11.2,25.36,0.791,2412.5882835547127,0
976.2,21.01,54.32,0.753,2653.72851212601,1
1471.9,19.46,49.82,0.686,2720.330508335247,0
1143.0,10.76,68.58,0.812,2387.19883405019,0
1265.6,26.27,57.45,0.199,2636.663904433388,0
2919.9,27.98,53.34,0.519,3279.7387163811804,1
258.2,9.55,67.85,0.808,4138.5635958172825,1
3064.1,25.86,66.29,0.635,2019.11573657512,0
738.6,4.83,51.42,0.693,2181.956193901395,1
1766.2,14.34,67.63,0.831,5508.557630401855,0
1689.5,18.74,64.64,0.499,2983.686623468036,0
1633.3,13.95,21.82,0.521,3277.704789510239,1
2139.0,31.09,80.7,0.351,2439.4619142910683,1
1880.0,29.4,100.0,0.619,3206.29467813857,1
742.1,31.86,27.19,0.497,2253.612684100392,0
4388.0,41.59,49.31,0.626,2458.668526741448,1
760.9,15.61,57.66,0.92,3157.7304464725567,0
761.2,26.7,19.86,0.492,2995.990860822854,0
720.6,21.61,56.27,0.568,2431.160136911666,1
1599.7,16.22,80.98,0.654,2441.567997661237,0
1181.2,15.15,54.16,0.515,2000.7713570316448,0
3624.5,35.4,63.29,0.559,2319.676959788021,0
345.2,24.04,82.85,0.598,2295.381701899852,1
1760.6,38.94,64.86,0.203,2950.5606838840527,0
632.3,28.17,72.16,0.756,2684.950757857667,1
1834.7,17.93,75.3,0.795,2588.611458611951,0
1170.3,16.8,39.71,0.707,2830.2327027500028,0
802.8,19.69,13.08,0.193,2583.8780483288324,1
2466.7,13.86,59.31,0.736,3508.9834135668493,1
2151.7,29.34,93.84,0.845,2577.24090166985,1
809.5,23.15,57.26,0.801,2198.3894594647227,1
3385.3,19.55,57.09,0.605,2862.0904641780685,1
568.9,8.94,67.81,0.596,2320.5263416842504,1
1955.7,37.48,68.94,0.765,3691.893419948606,0
1211.8,32.43,75.47,0.17,2711.6126783738955,0
1202.0,43.11,50.13,0.571,4186.356978167161,0
1549.4,17.28,49.78,0.546,2650.3256232392127,1
4099.7,36.0,49.32,0.497,2216.631209037842,1
826.6,26.4,95.15,0.417,2761.182545306084,1
3113.7,10.96,54.21,0.705,2567.9324506252974,0
223.1,4.63,14.11,0.573,2301.595499719303,1
1092.2,18.11,48.14,0.69,2684.950757857667,1
1589.6,31.17,26.93,0.746,2536.012030761576,1
1189.3,3.48,35.2,0.6,2198.4258459725484,0
2113.0,23.32,38.08,0.564,2720.938808458676,1
589.7,11.73,62.72,0.248,2786.014280997219,1
531.3,24.25,38.38,0.371,2387.3870092200814,0
4488.0,5.02,83.34,0.607,2189.7364126940583,1
622.9,10.24,42.63,0.75,4469.599636785662,0
1244.8,33.0,31.01,0.451,2723.7972942223696,1
960.5,24.43,60.45,0.485,3196.9620541697336,0
593.1,20.19,49.02,0.623,2224.011924888216,1
1225.2,13.88,100.0,0.682,2080.258885618808,1
4976.5,44.91,31.63,0.68,2856.661123648964,1
57.3,19.19,83.81,0.513,2989.086210540627,0
2585.6,41.16,58.72,0.95,2569.819905730759,0
300.7,7.51,59.38,0.775,2263.993896359916,1
1934.5,9.07,52.66,0.468,3021.3018940223847,1
647.7,48.94,83.31,0.638,2303.12051478934,1
1161.1,44.67,67.0,0.749,2562.3120010447,1
260.7,24.51,75.34,0.426,2521.2385554286093,0
3444.4,19.79,39.01,0.466,3360.3463425061227,0
