station_id,region,timestamp_utc,precipitation_mm,radar_reflectivity_dbz,data_quality_flag
Gangtok_RMC,sikkim,2026-09-07T05:42:23.487745,1.98,18.3,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T05:42:23.487745,2.22,19.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T05:42:23.487745,7.97,43.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T05:42:23.487745,4.92,30.7,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T06:42:23.487745,6.61,37.8,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T06:42:23.487745,5.73,34.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T06:42:23.487745,4.72,29.8,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T06:42:23.487745,3.13,23.1,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T07:42:23.487745,9.2,48.6,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T07:42:23.487745,2.49,20.5,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T07:42:23.487745,19.67,65.0,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T07:42:23.487745,6.64,37.9,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T08:42:23.487745,7.39,41.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T08:42:23.487745,0.3,11.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T08:42:23.487745,2.27,19.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T08:42:23.487745,4.58,29.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T09:42:23.487745,13.33,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T09:42:23.487745,10.3,53.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T09:42:23.487745,2.32,19.7,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T09:42:23.487745,9.69,50.7,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T10:42:23.487745,40.36,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T10:42:23.487745,5.97,35.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T10:42:23.487745,5.22,31.9,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T10:42:23.487745,3.1,23.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T11:42:23.487745,1.79,17.5,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T11:42:23.487745,2.73,21.5,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T11:42:23.487745,11.17,56.9,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T11:42:23.487745,9.98,51.9,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T12:42:23.487745,9.4,49.5,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T12:42:23.487745,1.89,17.9,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T12:42:23.487745,5.8,34.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T12:42:23.487745,10.04,52.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T13:42:23.487745,11.73,59.3,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T13:42:23.487745,1.12,14.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T13:42:23.487745,5.23,32.0,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T13:42:23.487745,4.3,28.1,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T14:42:23.487745,5.31,32.3,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T14:42:23.487745,20.08,65.0,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T14:42:23.487745,6.49,37.3,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T14:42:23.487745,1.41,15.9,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T15:42:23.487745,11.19,57.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T15:42:23.487745,9.74,50.9,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T15:42:23.487745,2.73,21.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T15:42:23.487745,1.24,15.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T16:42:23.487745,1.94,18.1,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T16:42:23.487745,10.64,54.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T16:42:23.487745,11.99,60.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T16:42:23.487745,11.18,57.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T17:42:23.487745,4.86,30.4,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T17:42:23.487745,8.52,45.8,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T17:42:23.487745,2.47,20.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T17:42:23.487745,1.56,16.6,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T18:42:23.487745,6.75,38.4,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T18:42:23.487745,5.99,35.2,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T18:42:23.487745,5.82,34.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T18:42:23.487745,3.18,23.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T19:42:23.487745,5.4,32.7,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T19:42:23.487745,6.93,39.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T19:42:23.487745,7.78,42.7,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T19:42:23.487745,9.8,51.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T20:42:23.487745,2.57,20.8,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T20:42:23.487745,2.47,20.4,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T20:42:23.487745,5.56,33.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T20:42:23.487745,1.64,16.9,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T21:42:23.487745,2.14,19.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T21:42:23.487745,8.75,46.8,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T21:42:23.487745,4.84,30.3,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T21:42:23.487745,8.37,45.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T22:42:23.487745,8.72,46.6,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T22:42:23.487745,14.25,65.0,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T22:42:23.487745,7.13,39.9,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T22:42:23.487745,2.64,21.1,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-07T23:42:23.487745,1.19,15.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-07T23:42:23.487745,0.89,13.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-07T23:42:23.487745,6.75,38.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-07T23:42:23.487745,8.86,47.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T00:42:23.487745,0.5,12.1,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T00:42:23.487745,3.37,24.2,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T00:42:23.487745,9.33,49.2,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T00:42:23.487745,1.69,17.1,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T01:42:23.487745,0.33,11.4,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T01:42:23.487745,2.44,20.2,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T01:42:23.487745,3.04,22.8,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T01:42:23.487745,2.94,22.3,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T02:42:23.487745,3.35,24.1,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T02:42:23.487745,8.28,44.8,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T02:42:23.487745,2.26,19.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T02:42:23.487745,6.43,37.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T03:42:23.487745,2.56,20.8,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T03:42:23.487745,3.67,25.4,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T03:42:23.487745,6.81,38.6,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T03:42:23.487745,11.05,56.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T04:42:23.487745,5.63,33.6,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T04:42:23.487745,2.21,19.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T04:42:23.487745,0.38,11.6,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T04:42:23.487745,4.19,27.6,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T05:42:23.487745,13.68,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T05:42:23.487745,7.12,39.9,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T05:42:23.487745,2.37,20.0,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T05:42:23.487745,2.77,21.6,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T06:42:23.487745,7.7,42.3,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T06:42:23.487745,2.69,21.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T06:42:23.487745,3.34,24.0,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T06:42:23.487745,2.52,20.6,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T07:42:23.487745,4.86,30.4,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T07:42:23.487745,1.92,18.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T07:42:23.487745,1.54,16.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T07:42:23.487745,2.46,20.3,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T08:42:23.487745,2.51,20.5,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T08:42:23.487745,8.39,45.2,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T08:42:23.487745,3.01,22.6,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T08:42:23.487745,1.57,16.6,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T09:42:23.487745,15.62,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T09:42:23.487745,2.16,19.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T09:42:23.487745,5.22,31.9,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T09:42:23.487745,7.0,39.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T10:42:23.487745,2.24,19.4,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T10:42:23.487745,3.24,23.6,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T10:42:23.487745,5.09,31.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T10:42:23.487745,2.14,19.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T11:42:23.487745,3.46,24.5,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T11:42:23.487745,5.16,31.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T11:42:23.487745,5.5,33.1,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T11:42:23.487745,14.8,65.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T12:42:23.487745,13.3,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T12:42:23.487745,3.39,24.2,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T12:42:23.487745,12.49,62.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T12:42:23.487745,7.6,41.9,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T13:42:23.487745,3.61,25.2,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T13:42:23.487745,5.69,33.9,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T13:42:23.487745,6.04,35.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T13:42:23.487745,16.06,65.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T14:42:23.487745,5.88,34.7,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T14:42:23.487745,2.62,21.0,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T14:42:23.487745,2.3,19.7,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T14:42:23.487745,4.85,30.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T15:42:23.487745,9.59,50.3,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T15:42:23.487745,0.2,10.8,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T15:42:23.487745,5.59,33.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T15:42:23.487745,8.1,44.0,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T16:42:23.487745,4.02,26.9,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T16:42:23.487745,6.94,39.1,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T16:42:23.487745,11.54,58.5,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T16:42:23.487745,4.33,28.2,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T17:42:23.487745,16.07,65.0,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T17:42:23.487745,3.02,22.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T17:42:23.487745,0.18,10.8,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T17:42:23.487745,3.67,25.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T18:42:23.487745,8.25,44.6,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T18:42:23.487745,3.03,22.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T18:42:23.487745,7.44,41.2,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T18:42:23.487745,5.73,34.1,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T19:42:23.487745,9.02,47.9,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T19:42:23.487745,6.5,37.3,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T19:42:23.487745,4.92,30.7,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T19:42:23.487745,6.3,36.5,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T20:42:23.487745,3.76,25.8,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T20:42:23.487745,8.58,46.0,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T20:42:23.487745,2.45,20.3,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T20:42:23.487745,7.96,43.4,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T21:42:23.487745,5.89,34.7,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T21:42:23.487745,11.15,56.8,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T21:42:23.487745,5.21,31.9,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T21:42:23.487745,7.02,39.5,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T22:42:23.487745,1.24,15.2,VERIFIED_IMD
Pakyong_AWS,sikkim,2026-09-08T22:42:23.487745,1.6,16.7,VERIFIED_IMD
Singtam_BRO,sikkim,2026-09-08T22:42:23.487745,5.33,32.4,VERIFIED_IMD
Rongli_AWS,sikkim,2026-09-08T22:42:23.487745,1.61,16.8,VERIFIED_IMD
Gangtok_RMC,sikkim,2026-09-08T23:42:23.487745,0.78,13.3,VERIFIED_IMD
